NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
30,M,2,1,,2,1,400,437.6,493.1,496.3,520,B,B,3,E,C,D,A,A,C,A,469.4,B
17,F,1,3,1,2,1,443.5,426.5,518.4,433,420,A,B,4,B,B,C,A,A,D,A,448.28,B
17,F,1,1,1,2,1,352.2,451,455,363.4,640,H,B,5,B,B,C,A,A,C,B,452.32,B
19,M,1,2,1,2,2,514.6,467.4,536.3,474.6,560,C,C,5,C,C,D,A,B,D,B,510.58,B
21,M,1,2,1,2,1,486.4,548.1,517.8,466.9,260,B,B,9,B,C,D,A,A,E,B,455.84,B
17,F,1,3,1,2,1,427.9,369.4,467.5,449.6,400,F,F,2,B,C,C,B,A,C,B,422.88,B
19,F,1,3,1,3,1,436.7,546.2,354.2,390.1,660,E,E,3,D,B,C,A,A,D,B,477.44,B
17,M,1,3,2,2,1,446.4,534.6,498.7,438.4,400,B,B,3,B,B,B,B,B,A,A,463.62,A
17,M,1,3,1,2,1,432,383.1,350.6,463.8,480,B,C,5,C,B,D,A,B,C,A,421.9,A
17,F,1,1,1,2,,534.1,507.5,560.5,548.3,720,D,D,3,B,B,C,A,A,D,B,574.08,B
18,M,1,3,1,2,1,456.3,483.7,504.3,425.9,620,E,H,4,B,B,C,A,A,C,A,498.04,B
16,M,1,1,1,2,1,603.1,632.9,588.2,775.3,740,E,G,5,K,C,D,B,B,D,B,667.9,B
18,M,1,3,1,2,1,425.3,594.9,555.5,640.2,760,B,B,7,C,C,D,B,A,D,A,595.18,B
24,M,1,1,1,2,1,460.3,478.5,539,471.9,580,E,E,6,C,B,C,A,A,E,B,505.94,B
17,F,1,3,1,2,1,388.8,421.2,389.5,491.3,740,C,E,3,B,B,B,A,A,B,A,486.16,A
17,F,1,3,1,2,1,464.2,457.6,480.6,421,660,A,A,4,B,B,C,A,A,C,A,496.68,B
17,M,1,3,1,2,1,436.6,436.5,485.2,406.1,460,E,E,3,B,B,C,A,B,C,A,444.88,B
18,F,1,3,1,2,1,401.8,418.2,518.4,439.9,520,A,C,8,B,B,D,A,B,B,A,459.66,B
17,F,1,3,1,2,,359.5,419.6,444.7,468.6,420,A,G,4,G,B,C,B,C,E,B,422.48,B
18,M,1,3,1,2,1,435.1,452.5,549.9,558.1,420,E,E,4,C,B,D,A,A,B,B,483.12,B
20,M,1,3,,2,1,403.5,456.3,513.9,437.5,540,E,C,3,A,B,C,B,A,D,A,470.24,B
17,M,1,1,1,2,1,543,442,541.8,408.1,800,H,E,3,B,C,D,B,A,B,A,546.98,B
18,F,1,3,1,3,1,608.7,642.8,616.6,653.2,960,F,F,4,H,C,C,B,A,E,D,696.26,B
23,M,1,3,,2,1,473.5,368.5,505.4,438.1,520,E,E,3,C,B,D,A,A,C,A,461.1,B
17,F,1,1,1,2,1,511.2,517.4,560.6,489.6,520,B,B,3,D,C,C,A,B,D,A,519.76,B
17,F,1,3,1,2,1,374.7,488.5,456.8,515.7,460,A,C,3,A,B,C,A,A,C,A,459.14,A
18,F,1,3,1,2,1,478.9,539.7,514.6,525.7,560,H,B,4,A,B,C,A,A,B,A,523.78,A
17,F,2,2,1,2,1,435,444.9,423.6,537.4,460,A,H,5,B,C,B,A,B,B,A,460.18,B
19,M,1,3,1,2,1,409.7,400.1,399.2,637.5,540,C,C,3,B,B,C,A,B,B,A,477.3,B
17,M,1,3,1,2,1,424.1,374.9,404.6,372.1,620,D,D,3,B,B,B,A,A,B,A,439.14,B
18,F,1,3,1,2,,449.9,515.3,512.9,399.7,500,D,E,5,D,C,C,B,A,E,A,475.56,B
18,M,1,3,1,2,1,434.3,432,394.6,494,480,B,D,3,B,B,C,A,A,C,A,446.98,B
19,F,1,3,1,2,1,383.5,421.3,474.3,414.1,0,D,D,2,C,B,B,A,B,C,B,338.64,B
20,F,1,2,1,2,1,447.1,463,472.3,416.6,540,C,B,6,E,B,C,A,B,E,B,467.8,B
22,F,1,2,1,2,1,417.5,425,506.2,458.1,0,H,H,7,A,B,C,A,A,B,A,361.36,A
17,M,1,1,1,2,1,497.6,570.2,537,580.5,600,F,F,4,G,C,D,B,C,D,B,557.06,B
17,F,1,1,1,3,1,579.8,661,628.1,570.6,920,G,F,9,P,E,E,D,B,E,D,671.9,B
20,M,1,2,1,2,2,467.6,466.2,506.3,449.2,480,A,B,4,B,A,A,B,B,C,A,473.86,B
18,M,1,1,1,2,1,528.9,526.7,527.2,588.1,540,B,D,4,C,C,D,A,A,C,B,542.18,B
18,M,1,3,1,2,1,430.2,549.7,471.4,515.6,580,E,C,4,B,B,B,A,A,C,A,509.38,B
16,M,1,3,1,2,1,547.2,536.2,532,688.6,580,C,D,4,B,B,B,A,A,B,A,576.8,B
19,M,1,3,1,2,1,414.8,450.9,435.5,557.3,520,B,B,4,C,B,B,A,A,B,A,475.7,A
18,F,2,3,1,2,1,383.1,394.8,473.1,441.4,280,A,B,5,C,B,C,A,A,B,A,394.48,B
21,M,1,3,1,2,1,464.8,505.1,483,470.9,500,E,E,2,D,B,C,A,A,D,A,484.76,B
17,M,0,1,1,3,1,421.2,535.8,548.8,538,600,C,E,4,D,C,C,A,B,D,A,528.76,B
17,M,1,2,1,2,1,545,377.2,520.3,509.7,800,E,F,5,E,B,D,B,B,E,B,550.44,B
17,F,1,3,1,2,1,443.2,477.1,466.2,420,0,D,B,5,A,B,B,A,A,B,A,361.3,A
16,M,1,1,1,3,,592.2,656.3,592.8,622.7,940,E,E,3,C,C,D,A,A,D,B,680.8,B
24,M,0,3,,2,1,415.8,331.4,413.8,449.5,280,F,F,2,C,C,C,A,A,B,B,378.1,B
17,F,2,3,1,2,1,510,459.1,511,550.2,700,E,E,6,B,B,C,A,B,D,A,546.06,B
19,F,1,3,1,2,1,420.8,437.5,411.8,436.5,620,C,B,5,C,B,D,A,B,E,A,465.32,B
18,F,1,3,1,2,1,512.2,460.3,498.6,420.4,680,E,E,5,C,B,D,A,A,D,A,514.3,B
17,F,1,3,1,2,1,515.5,563.4,553.6,579.6,660,E,C,6,D,C,D,A,A,D,B,574.42,B
17,M,1,3,1,2,1,458,452,394.5,501.9,540,E,E,5,D,B,E,A,B,D,B,469.28,B
17,M,1,3,1,2,1,407.9,453.1,492.8,505,580,E,B,5,C,B,C,B,A,C,A,487.76,A
38,F,1,3,,2,1,409.9,401.5,330.2,396.9,0,A,A,4,B,B,D,A,A,E,A,307.7,B
18,F,1,3,1,2,1,386,360.3,485.9,470.4,560,A,B,4,B,B,C,B,B,C,A,452.52,B
17,F,1,3,1,2,,459.6,468.6,546.6,411.3,500,E,D,6,F,C,D,B,A,D,B,477.22,B
18,M,3,2,1,2,1,396.4,468,418.9,468.6,460,H,H,4,E,B,C,B,B,E,B,442.38,B
19,M,1,3,1,2,1,437.2,597,514.2,396.8,700,C,E,3,B,B,C,A,A,D,B,529.04,B
17,F,1,1,1,2,1,410.1,558.5,502.9,465.1,600,H,E,4,C,B,C,B,A,D,A,507.32,B
17,F,1,1,1,2,1,394.6,558,578.7,581.3,880,D,F,6,G,D,D,B,A,E,B,598.52,B
17,M,1,1,1,3,1,405.1,522.3,434,488.5,400,F,F,4,E,C,E,A,B,D,B,449.98,B
17,M,1,3,1,3,,490,485.5,413.8,435.4,580,D,E,4,N,D,D,B,B,D,A,480.94,B
17,M,1,1,1,3,1,555,547.3,535.2,622.8,700,F,G,4,J,C,D,B,A,E,C,592.06,B
17,M,1,3,1,3,1,523.2,481.4,530.3,493.2,740,F,E,4,D,D,D,B,A,D,B,553.62,B
19,M,1,3,1,2,1,455,375.2,451.7,462,520,B,C,5,D,C,D,B,B,D,B,452.78,B
17,F,1,1,1,3,,582.8,625.9,594.4,746.3,960,E,E,7,E,D,E,B,A,E,B,701.88,B
17,F,1,1,1,2,1,503.8,577,537.6,474.8,620,B,E,8,A,B,C,A,A,B,A,542.64,A
16,F,1,1,1,3,1,396.8,379.8,549.8,469,680,E,G,3,H,D,D,B,A,D,B,495.08,B
18,M,1,3,1,2,2,466.9,510.6,489.9,405.8,560,B,E,3,B,B,B,A,B,B,A,486.64,A
17,F,1,1,1,2,1,475.8,455.2,515.7,560.1,660,B,B,4,B,B,C,A,A,A,A,533.36,A
16,F,1,3,1,3,1,590.8,631.4,638,586,980,E,F,3,G,C,C,B,A,E,A,685.24,B
17,F,1,3,1,2,1,431.3,451.5,532.2,498.7,520,B,G,4,G,C,D,B,A,D,B,486.74,B
19,F,1,3,1,2,1,412.3,444.7,472.8,488.3,420,C,C,4,B,B,C,A,A,D,A,447.62,B
19,F,1,3,,2,1,372.6,346.5,432,415.4,560,B,B,4,B,A,A,A,A,B,B,425.3,A
17,M,1,1,1,3,,633.4,620.9,602.8,673.7,760,E,F,3,J,E,E,B,A,E,D,658.16,B
17,F,1,3,1,2,1,385.6,435.1,482.8,389.9,460,B,B,4,B,B,D,A,A,A,A,430.68,B
18,F,1,2,1,2,1,401.3,380.7,385.4,363.4,560,H,H,3,B,B,C,A,A,C,A,418.16,A
17,F,1,3,1,2,1,353.2,418.7,449.9,508.1,540,F,E,3,B,E,D,B,B,D,B,453.98,B
20,M,1,1,1,2,1,413.5,394.2,405.5,412.7,0,E,D,5,B,B,D,A,B,C,A,325.18,B
18,M,1,3,1,3,1,547.2,590.9,509,702.2,840,E,E,4,D,C,D,C,A,E,C,637.86,B
18,F,1,1,1,2,1,487.5,555.3,507.7,448.2,720,B,B,4,B,B,C,A,B,B,A,543.74,B
17,F,1,3,1,3,1,564.9,601.2,634.3,682.6,820,E,E,5,E,C,D,B,A,E,A,660.6,B
17,F,1,3,1,2,1,433.1,559.4,443.2,543.3,600,B,D,4,C,B,D,B,A,E,A,515.8,B
16,F,1,1,1,2,,399.7,352.1,533.1,391,300,C,D,3,C,B,C,A,A,B,A,395.18,B
17,F,1,1,1,3,1,523.6,521.7,574.2,567.4,860,E,D,4,F,D,C,B,B,E,B,609.38,B
18,F,1,5,1,2,2,468.3,435.2,456,415.8,380,C,F,6,C,C,E,A,B,D,A,431.06,B
17,M,1,1,1,2,1,523,538.7,602.7,737.5,880,D,E,3,B,C,C,A,A,C,B,656.38,B
17,F,1,3,1,3,,362.7,546.4,454.4,646.6,800,F,F,3,D,C,D,A,A,D,B,562.02,B
17,M,1,3,1,2,1,414.3,396.7,458.7,583.5,460,D,A,3,A,B,B,B,A,C,A,462.64,B
17,F,1,3,1,2,1,551.6,613.6,603.6,650.3,820,B,E,4,G,C,D,B,B,D,B,647.82,B
17,F,1,3,1,3,,544.1,646.9,585,695.4,960,B,C,3,F,C,C,B,A,D,B,686.28,B
18,F,1,3,1,2,1,360.5,496.8,465.7,364.5,420,B,B,3,B,B,D,B,A,C,A,421.5,B
17,M,1,3,1,3,1,446.6,625.5,573.6,642.4,780,B,E,4,D,B,C,B,B,E,A,613.62,B
17,M,1,3,1,2,,500.6,523.1,486.1,613.1,780,C,C,4,D,B,C,A,C,C,A,580.58,B
17,M,1,3,1,2,1,376.6,354.8,504.2,628.1,840,C,H,3,B,B,C,A,A,B,A,540.74,A
17,M,0,2,1,3,,451.9,415.8,371.6,479.4,540,G,G,8,J,D,E,B,B,E,A,451.74,B
18,F,1,3,1,2,1,405.9,480.4,437.7,411,500,B,B,7,C,B,E,A,B,B,A,447,A
17,F,1,3,1,2,1,476.8,440,519.5,467,940,C,C,4,B,B,C,A,A,C,A,568.66,B
19,M,1,3,1,2,,476.8,443.7,427.9,517.9,500,A,B,4,B,B,D,B,C,D,A,473.26,B
18,F,1,3,1,2,1,534.4,568.4,528.6,592,920,B,B,4,B,B,C,A,A,B,A,628.68,A
20,F,1,3,1,2,1,336.5,398.3,400.6,460.6,440,E,E,4,B,B,C,A,A,B,A,407.2,A
16,M,1,2,1,2,1,445.1,499.6,495.7,560.5,560,E,E,8,B,C,D,B,A,E,A,512.18,B
19,F,1,3,1,2,1,490,488.2,492.9,429.9,520,B,B,5,B,B,C,A,B,B,A,484.2,B
19,M,1,1,,2,1,451.5,557.3,584.5,439.1,520,E,G,5,H,D,D,C,A,E,D,510.48,B
19,F,1,0,1,2,1,450.7,503,540.5,463,540,C,C,6,C,B,C,A,A,C,A,499.44,B
17,M,1,2,1,3,1,473.2,584,555.5,489.8,560,E,E,3,F,B,C,B,A,D,B,532.5,B
17,F,1,3,1,3,1,568.2,465.2,529,558.4,520,E,F,5,E,C,E,D,B,E,D,528.16,B
21,M,1,0,,2,,497.6,523.4,545.2,584,720,E,E,2,B,B,C,A,B,C,B,574.04,B
18,F,1,3,1,2,1,496.4,404.6,401.9,507.4,680,B,C,4,B,B,B,A,A,B,A,498.06,B
17,F,1,1,1,2,1,437.1,417.4,393.1,420.8,600,B,B,8,A,B,E,A,B,D,A,453.68,A
16,F,1,1,1,2,1,415.7,458.6,484.5,535.2,0,B,D,4,E,B,C,A,A,C,A,378.8,B
20,F,1,3,1,2,1,462.2,463.3,457.9,427,340,H,B,4,B,B,C,A,A,C,A,430.08,A
17,F,1,3,1,2,1,452.1,581.1,532.2,654,700,E,E,4,B,B,C,A,A,C,A,583.88,B
17,F,1,1,1,3,,452.1,541.5,569.6,499,720,D,G,2,D,C,C,B,A,C,B,556.44,B
18,M,1,3,1,2,1,334.6,379.2,469.1,441.9,440,C,E,5,B,B,C,A,B,C,B,412.96,B
18,M,1,1,1,2,1,409.1,515.4,534.7,495.1,500,C,A,6,D,C,E,A,B,D,A,490.86,B
18,M,1,3,1,3,,366.6,485.8,522.4,404.6,540,F,E,6,H,B,D,A,A,E,B,463.88,B
17,M,1,3,1,2,,480.7,541.6,531.6,651.7,540,A,B,4,B,C,C,A,B,C,A,549.12,B
21,M,1,1,1,2,,446.7,432.6,502.3,371.8,360,B,D,8,C,B,C,A,A,B,B,422.68,B
17,F,1,1,1,3,,450,499.8,532.1,571.5,700,E,E,5,F,B,C,A,A,B,A,550.68,A
19,M,3,3,1,2,,445.9,466.1,347.3,415.7,240,E,B,3,B,B,C,A,A,C,A,383,B
18,F,1,4,1,2,,407.3,400.8,373.7,457.1,200,A,G,4,G,B,C,B,C,E,B,367.78,B
18,M,1,3,1,2,1,445.8,436.4,510.5,451.7,580,D,B,4,B,B,C,A,A,B,A,484.88,B
19,M,1,3,1,2,2,405.4,425.6,387.5,570.3,540,D,E,5,B,B,C,A,A,B,A,465.76,B
23,F,2,1,1,2,,427.8,422.2,482.5,478.8,0,A,B,3,A,B,B,A,B,B,A,362.26,A
17,M,1,1,1,3,1,611.7,608.2,606.9,667.4,840,F,F,4,C,C,D,B,A,C,C,666.84,B
18,F,1,3,1,2,1,362.6,370.9,473.7,462.6,0,D,B,2,B,B,C,A,A,B,A,333.96,B
20,F,1,3,1,2,1,392.5,459.3,474.2,440.2,460,B,C,4,B,A,C,A,B,C,A,445.24,A
17,F,1,1,1,3,,491.9,545.1,588.6,534.7,580,B,E,4,E,C,D,C,A,D,C,548.06,B
20,M,1,1,1,2,2,458.2,427.3,406.7,432.3,440,D,D,11,C,C,E,A,A,C,A,432.9,A
19,F,1,3,1,2,1,368.7,368.5,353,396.9,520,C,C,3,B,B,C,A,A,B,A,401.42,A
18,F,1,1,1,2,1,458.2,446.5,453.4,468.9,540,C,C,5,C,B,C,A,B,C,A,473.4,B
19,M,1,3,1,2,,400.5,348.1,425.2,399.4,280,H,E,4,C,C,D,A,A,D,A,370.64,B
19,M,1,1,1,2,1,399.8,468,487.8,395,440,C,D,4,D,C,D,B,C,D,A,438.12,B
17,M,1,3,1,2,1,477.5,451.2,491.5,507.6,580,E,C,4,C,B,C,A,A,B,A,501.56,A
18,M,1,3,1,2,1,429.8,466.1,368.2,434.1,480,D,E,3,B,B,C,A,B,B,A,435.64,B
18,F,1,3,,2,2,369.9,505.5,430.9,489.8,540,B,B,6,C,B,C,A,A,B,A,467.22,B
18,M,1,1,1,2,1,479.3,431.7,449.4,462.8,520,E,C,3,C,C,D,B,A,D,B,468.64,B
17,M,1,1,1,2,1,528.7,602,581.3,682.4,860,C,E,5,C,C,C,A,A,D,A,650.88,B
18,F,0,1,1,2,,361.6,475.4,520.3,611.3,500,B,E,4,C,B,C,B,A,C,A,493.72,B
18,F,1,4,1,2,1,493.9,438,548,419.9,760,C,E,3,B,B,B,A,A,D,A,531.96,B
17,M,1,3,1,2,1,470.4,481.1,540.6,493.1,440,C,C,2,B,B,B,A,A,C,A,485.04,B
22,F,1,3,,2,1,422,546.2,511,388.4,560,B,E,3,B,B,B,A,A,B,A,485.52,B
17,M,1,1,1,2,1,370,421.1,451.3,439.6,500,H,E,4,B,B,D,A,A,D,B,436.4,B
21,F,1,3,1,2,1,409.2,411,456.8,398.4,540,D,D,6,B,B,B,A,A,B,A,443.08,A
17,M,1,3,1,3,1,429.2,383.6,402.7,393.8,400,E,E,6,J,C,D,C,A,E,B,401.86,B
64,F,2,3,,2,1,456.1,483,358.9,370.5,0,A,A,3,E,C,E,B,B,D,A,333.7,B
18,F,1,1,1,2,1,348.6,433,447,395.3,540,E,E,4,B,B,C,A,A,C,B,432.78,B
19,F,1,3,1,2,1,416.9,482.1,455.3,487.6,600,A,E,2,A,A,B,A,A,B,A,488.38,B
20,F,1,2,1,2,1,428.9,395.7,412.6,420.3,460,C,E,4,C,B,D,A,B,D,A,423.5,B
17,M,1,2,1,2,1,502.6,570.7,547.5,655.7,560,G,G,5,N,E,E,B,C,E,B,567.3,B
18,M,1,1,1,2,1,429.4,401.2,432.8,498.6,480,B,B,4,B,B,C,A,A,C,A,448.4,B
17,F,1,2,1,2,1,450.6,406.4,500.3,408.8,580,C,C,2,B,B,C,A,A,C,B,469.22,B
18,F,1,3,1,2,1,418.2,492.4,422.4,585.2,600,B,E,7,E,B,D,B,A,C,A,503.64,B
20,M,1,2,1,2,1,412,521.3,495.4,423.7,400,C,B,3,C,D,D,B,B,E,B,450.48,B
19,M,2,1,,2,1,409,398.9,437.9,403.8,520,A,H,2,B,B,B,A,A,B,A,433.92,A
18,F,1,3,1,2,1,426.7,353.4,505.7,450.7,460,B,E,4,B,B,C,A,B,E,B,439.3,B
18,F,1,1,,2,,404,524.4,475.8,433.7,600,D,D,4,B,B,C,A,A,C,A,487.58,A
19,M,1,3,1,2,1,507.9,450.3,442.7,646.6,0,B,D,6,C,B,D,B,B,E,B,409.5,B
18,F,1,3,1,2,,367,403.6,507.8,456.8,400,H,E,3,B,B,C,A,B,D,A,427.04,B
18,M,1,3,1,2,1,539.6,558.9,504.5,635.8,580,D,D,5,B,B,C,A,B,D,B,563.76,B
16,F,1,3,1,2,,443.7,473.2,437.5,544.2,860,D,B,5,B,B,B,A,A,B,A,551.72,B
18,F,1,3,1,2,1,407.3,504.4,509,487.1,780,D,G,4,G,B,C,A,A,C,B,537.56,B
18,M,1,3,1,2,1,490.1,560.2,513.3,458.8,640,A,D,4,A,B,C,A,A,B,A,532.48,A
17,M,0,2,1,2,1,433.2,540.9,545.6,593.7,640,B,B,4,B,B,C,B,A,C,A,550.68,A
18,F,1,1,1,2,1,430,369.7,490.5,405.8,620,B,B,2,A,B,C,A,A,B,A,463.2,A
18,F,1,3,1,2,1,558.5,467.7,599.6,596.1,840,F,D,4,D,B,C,B,A,D,B,612.38,B
17,M,1,3,1,2,,554.2,497.5,526.2,513.4,600,E,E,3,B,B,C,B,A,D,B,538.26,B
18,F,1,3,1,2,1,386.1,410.5,422.7,435.4,620,C,B,3,A,B,B,A,A,B,A,454.94,A
19,F,1,3,1,2,1,391.4,452.9,439.3,499.3,400,B,B,5,B,B,C,A,A,B,A,436.58,B
18,M,1,1,1,3,1,502.6,568.4,595.7,448.4,640,D,F,4,H,C,D,B,A,E,B,551.02,B
17,F,1,4,1,2,1,441.3,367,512.3,480.6,540,B,B,4,C,B,C,A,A,E,A,468.24,B
18,F,1,3,1,2,1,348.7,414.2,419.3,389.7,0,A,B,5,C,C,C,A,B,C,A,314.38,B
18,F,0,3,1,3,1,391.8,533.1,534.2,499.6,620,H,E,4,C,C,D,B,B,D,A,515.74,B
20,M,1,1,1,2,1,496.9,505.4,480.7,379.2,600,B,B,4,A,B,C,A,A,B,A,492.44,A
17,M,1,1,1,2,1,364,493.2,387.5,427,360,C,C,3,B,B,D,A,B,C,B,406.34,B
17,F,1,3,1,2,1,459,556.9,522,450.8,700,H,B,2,A,B,B,A,A,B,A,537.74,A
17,F,1,3,1,3,,431.6,376,480.4,545.1,560,E,E,4,F,C,E,B,A,D,C,478.62,B
18,F,1,3,1,2,1,373.7,428.4,459.4,584.4,420,B,D,5,B,B,D,A,A,C,A,453.18,A
17,F,1,3,1,2,1,417,509.2,514.3,438,600,A,A,4,C,B,C,B,A,C,A,495.7,B
18,F,1,1,1,2,1,483.9,547.6,542.3,589.6,900,B,E,3,B,B,C,A,A,B,A,612.68,B
17,M,1,1,1,2,1,516,621,590.7,772.2,920,C,E,5,B,B,C,A,A,C,A,683.98,B
19,F,1,3,1,2,,363.3,483.3,421.2,457.8,500,E,H,5,A,B,D,A,A,E,B,445.12,B
17,F,1,3,1,3,,573.8,648.2,582,561.1,960,E,C,3,B,B,C,A,B,C,B,665.02,B
17,M,0,1,1,2,1,387.5,556.2,508.5,649.7,880,E,E,4,B,C,C,A,B,D,C,596.38,B
16,F,1,3,1,2,1,509.6,570.4,522,554,600,E,F,4,B,B,C,A,B,B,A,551.2,B
17,F,1,3,1,3,1,583.9,580.2,625.9,780,680,F,F,4,H,C,D,B,B,D,A,650,B
17,F,1,1,1,2,1,439.5,431.2,491.8,368.5,460,E,E,5,C,B,D,A,A,E,B,438.2,B
18,M,1,1,1,2,,410.3,355.4,420.1,454.2,400,C,E,4,B,B,C,A,A,E,A,408,B
26,M,1,0,,2,,379.1,418.2,507,369.6,360,B,B,2,B,B,B,A,A,B,A,406.78,A
18,M,1,3,1,3,1,435.3,414.6,474.6,508.9,620,G,G,4,K,C,C,B,A,E,A,490.68,B
20,M,1,2,1,2,1,532.9,581.9,542.4,464.8,600,E,B,2,B,B,B,A,A,B,B,544.4,B
19,M,1,5,1,3,,423.4,406.9,481.6,383.5,320,F,E,3,C,B,C,B,A,D,A,403.08,B
19,F,1,3,1,2,1,453.5,472.9,481.1,404.9,360,H,E,4,B,C,C,A,A,C,A,434.48,B
19,M,1,1,1,3,,494.9,540.2,521.2,435.8,640,H,H,11,K,C,E,C,B,E,B,526.42,B
17,F,1,3,1,2,1,377.9,521.5,504.1,481.3,600,B,B,4,B,B,D,A,B,B,A,496.96,B
17,F,1,3,1,2,1,531.5,515,493.6,597.7,520,C,B,4,B,B,C,B,A,C,A,531.56,A
18,M,1,1,1,2,,398.6,536.2,528.9,437.4,480,C,D,4,B,B,D,A,B,E,A,476.22,A
17,F,1,3,1,2,1,396.9,442.9,443.5,504.9,600,C,E,3,B,B,B,A,A,B,A,477.64,B
18,M,1,3,1,2,1,530.9,335.3,514.8,537.4,540,B,A,4,C,B,C,A,A,B,A,491.68,A
17,F,1,3,1,2,1,499.5,499.9,502.1,536.7,700,C,D,4,B,B,D,A,A,B,A,547.64,A
17,M,1,2,1,2,1,398.4,464.3,475.6,537.7,520,B,B,6,B,B,C,A,A,C,A,479.2,B
17,F,1,3,1,2,1,540.3,413.2,441.9,504.7,580,B,E,5,B,B,D,A,B,E,B,496.02,B
16,M,1,0,1,2,1,377.2,371.7,435.5,404,360,E,E,4,C,B,C,A,B,C,A,389.68,B
17,F,1,1,1,2,1,552.2,518.5,529.7,522.7,600,D,E,6,B,C,C,B,A,C,B,544.62,B
18,M,1,3,1,2,1,511.4,495,515.4,475.8,520,B,E,6,C,B,D,A,B,C,A,503.52,B
18,M,1,3,1,2,2,424.5,419.5,417.5,430.8,240,E,E,4,B,B,C,A,A,B,A,386.46,B
18,M,1,3,1,2,1,514.4,555.7,575.6,607.8,940,B,B,5,B,B,C,B,A,C,A,638.7,B
18,F,1,3,1,2,1,393.2,533.2,498.6,418.7,420,E,E,5,B,C,C,B,A,E,B,452.74,B
18,F,1,3,1,3,1,502.7,563.2,573.7,468.3,760,E,F,5,D,C,E,B,C,E,B,573.58,B
18,M,1,1,1,2,,378.1,456.8,326,398.7,360,E,E,4,C,B,B,B,A,B,A,383.92,A
17,F,1,3,1,2,1,406.3,364.7,467.6,435,360,B,C,5,C,B,C,B,A,C,A,406.72,B
18,M,1,3,1,2,1,464,557.3,521.6,621,780,D,F,5,I,C,D,B,B,E,B,588.78,B
21,M,1,4,,2,,400.5,459.4,508.5,466.5,360,A,B,6,A,B,C,A,A,C,A,438.98,B
17,M,1,3,1,3,,432.7,543.6,567.8,631.9,580,D,E,3,B,B,C,A,A,C,A,551.2,B
17,M,1,3,1,2,1,523.8,464.8,522.4,593.6,400,E,C,5,C,B,C,B,A,C,B,500.92,B
21,F,1,3,1,2,1,471.2,466.8,496.6,451,440,A,B,4,A,B,D,A,B,D,B,465.12,B
19,F,1,3,1,2,1,470,387.4,390.1,457.1,520,B,B,5,B,B,C,A,A,B,A,444.92,A
16,M,1,1,1,3,1,507.9,605.2,577.6,693.3,640,E,G,2,H,C,D,B,A,C,C,604.8,B
18,M,1,1,1,2,1,441.8,530,531.9,533.2,400,E,E,5,C,B,B,A,A,A,B,487.38,B
17,M,1,3,1,2,1,507.1,477,473.6,610.7,420,E,E,4,B,B,C,A,A,C,A,497.68,A
17,F,1,3,1,2,1,467.2,434.9,429.4,368.9,360,B,C,4,B,B,C,A,A,C,A,412.08,A
17,M,1,3,1,2,1,500.7,542,522.1,442.4,340,C,E,6,C,C,E,A,B,E,B,469.44,B
17,F,1,3,1,2,1,524,525,542.3,565,520,D,E,5,A,B,C,A,A,C,A,535.26,A
19,F,1,1,1,2,1,429.8,351.5,386.2,367,520,B,B,5,B,B,D,B,B,C,A,410.9,B
18,F,1,1,1,2,1,475.6,425.7,472.2,484.1,680,B,E,5,C,D,D,B,B,E,A,507.52,B
16,F,1,2,1,2,1,401.7,337.2,473.1,530.3,500,C,C,5,C,B,C,A,A,D,A,448.46,B
17,F,1,3,1,2,1,542.3,517,550.1,606.6,900,B,E,3,C,B,C,A,A,B,A,623.2,A
18,F,1,3,1,2,1,425.3,450.5,440.4,436.2,580,B,B,6,B,B,D,A,A,C,A,466.48,A
17,F,1,3,1,2,1,441.2,517.8,484.3,433.6,680,B,E,6,B,B,C,A,A,B,A,511.38,B
20,F,3,3,1,2,1,352.1,414.4,341.5,372.2,440,E,E,5,D,B,C,A,A,D,B,384.04,B
18,F,1,3,1,2,1,416.4,442.3,392.2,434.1,520,F,B,4,C,B,C,A,A,C,B,441,B
17,F,1,3,1,2,1,490.3,522.3,562.8,534.1,620,B,B,3,C,C,D,B,B,D,A,545.9,B
17,F,1,3,1,2,,449.1,545,512.6,451.7,720,G,E,7,B,C,D,A,B,D,B,535.68,B
17,F,1,3,1,3,1,629.4,673.6,619.6,780.8,960,G,G,4,G,E,D,C,A,E,C,732.68,B
16,M,1,3,1,2,1,574.1,597.7,540,756.2,620,E,E,5,B,B,B,A,B,C,A,617.6,B
17,F,1,1,1,3,,520.3,557.8,585.9,633.6,720,F,F,5,F,B,C,A,A,C,B,603.52,B
18,F,1,1,1,2,1,475.6,406.4,418.9,424.6,480,E,E,5,B,B,C,A,B,C,A,441.1,B
19,M,0,3,1,2,1,421.1,401.9,433.5,486.2,0,A,C,3,C,B,B,A,B,B,B,348.54,B
19,F,1,1,1,2,1,480.4,458.7,467.5,434.2,440,H,C,2,C,B,C,A,B,C,A,456.16,B
17,M,1,3,1,3,1,630.5,614.4,593,703.7,640,F,E,3,D,C,C,B,A,D,B,636.32,B
